date	dateNorm	deaths	cumDeaths	totalTweets	nonRTs	rTs	pos	neg	neu
1336078800	04/05/2012	45	14242	0	0	0	0	0	0
1336165200	05/05/2012	22	14264	0	0	0	0	0	0
1336251600	06/05/2012	16	14280	0	0	0	0	0	0
1336338000	07/05/2012	36	14316	0	0	0	0	0	0
1336424400	08/05/2012	24	14340	0	0	0	0	0	0
1336510800	09/05/2012	27	14367	0	0	0	0	0	0
1336597200	10/05/2012	51	14418	0	0	0	0	0	0
1336683600	11/05/2012	18	14436	0	0	0	0	0	0
1336770000	12/05/2012	31	14467	0	0	0	0	0	0
1336856400	13/05/2012	36	14503	0	0	0	0	0	0
1336942800	14/05/2012	22	14525	0	0	0	0	0	0
1337029200	15/05/2012	108	14633	0	0	0	0	0	0
1337115600	16/05/2012	26	14659	0	0	0	0	0	0
1337202000	17/05/2012	39	14698	0	0	0	0	0	0
1337288400	18/05/2012	27	14725	0	0	0	0	0	0
1337374800	19/05/2012	33	14758	0	0	0	0	0	0
1337461200	20/05/2012	79	14837	0	0	0	0	0	0
1337547600	21/05/2012	37	14874	0	0	0	0	0	0
1337634000	22/05/2012	35	14909	0	0	0	0	0	0
1337720400	23/05/2012	32	14941	0	0	0	0	0	0
1337806800	24/05/2012	42	14983	0	0	0	0	0	0
1337893200	25/05/2012	155	15138	0	0	0	0	0	0
1337979600	26/05/2012	64	15202	0	0	0	0	0	0
1338066000	27/05/2012	80	15282	0	0	0	0	0	0
1338152400	28/05/2012	44	15326	0	0	0	0	0	0
1338238800	29/05/2012	81	15407	0	0	0	0	0	0
1338325200	30/05/2012	45	15452	0	0	0	0	0	0
1338411600	31/05/2012	68	15520	0	0	0	0	0	0
1338498000	01/06/2012	61	15581	0	0	0	0	0	0
1338584400	02/06/2012	41	15622	0	0	0	0	0	0
1338670800	03/06/2012	46	15668	0	0	0	0	0	0
1338757200	04/06/2012	39	15707	0	0	0	0	0	0
1338843600	05/06/2012	57	15764	0	0	0	0	0	0
1338930000	06/06/2012	136	15900	0	0	0	0	0	0
1339016400	07/06/2012	54	15954	0	0	0	0	0	0
1339102800	08/06/2012	50	16004	0	0	0	0	0	0
1339189200	09/06/2012	98	16102	0	0	0	0	0	0
1339275600	10/06/2012	57	16159	0	0	0	0	0	0
1339362000	11/06/2012	141	16300	0	0	0	0	0	0
1339448400	12/06/2012	80	16380	0	0	0	0	0	0
1339534800	13/06/2012	83	16463	0	0	0	0	0	0
1339621200	14/06/2012	77	16540	0	0	0	0	0	0
1339707600	15/06/2012	54	16594	0	0	0	0	0	0
1339794000	16/06/2012	89	16683	0	0	0	0	0	0
1339880400	17/06/2012	72	16755	0	0	0	0	0	0
1339966800	18/06/2012	88	16843	0	0	0	0	0	0
1340053200	19/06/2012	58	16901	0	0	0	0	0	0
1340139600	20/06/2012	68	16969	0	0	0	0	0	0
1340226000	21/06/2012	135	17104	0	0	0	0	0	0
1340312400	22/06/2012	84	17188	0	0	0	0	0	0
1340398800	23/06/2012	105	17293	0	0	0	0	0	0
1340485200	24/06/2012	95	17388	0	0	0	0	0	0
1340571600	25/06/2012	95	17483	0	0	0	0	0	0
1340658000	26/06/2012	139	17622	0	0	0	0	0	0
1340744400	27/06/2012	113	17735	0	0	0	0	0	0
1340830800	28/06/2012	170	17905	0	0	0	0	0	0
1340917200	29/06/2012	88	17993	0	0	0	0	0	0
1341003600	30/06/2012	190	18183	0	0	0	0	0	0
1341090000	01/07/2012	100	18283	0	0	0	0	0	0
1341176400	02/07/2012	113	18396	0	0	0	0	0	0
1341262800	03/07/2012	82	18478	0	0	0	0	0	0
1341349200	04/07/2012	82	18560	0	0	0	0	0	0
1341435600	05/07/2012	82	18642	0	0	0	0	0	0
