18/03/2011,4
19/03/2011,1
20/03/2011,2
21/03/2011,1
22/03/2011,7
23/03/2011,51
24/03/2011,0
25/03/2011,19
26/03/2011,15
27/03/2011,6
28/03/2011,7
29/03/2011,0
30/03/2011,6
31/03/2011,0
01/04/2011,30
02/04/2011,0
03/04/2011,0
04/04/2011,0
05/04/2011,4
06/04/2011,0
07/04/2011,0
08/04/2011,71
09/04/2011,6
10/04/2011,21
11/04/2011,7
12/04/2011,8
13/04/2011,2
14/04/2011,1
15/04/2011,11
16/04/2011,4
17/04/2011,44
18/04/2011,4
19/04/2011,10
20/04/2011,0
21/04/2011,4
22/04/2011,154
23/04/2011,49
24/04/2011,36
25/04/2011,22
26/04/2011,29
27/04/2011,14
28/04/2011,25
29/04/2011,161
30/04/2011,6
01/05/2011,65
02/05/2011,2
03/05/2011,10
04/05/2011,3
05/05/2011,2
06/05/2011,43
07/05/2011,14
08/05/2011,24
09/05/2011,4
10/05/2011,17
11/05/2011,27
12/05/2011,3
13/05/2011,14
14/05/2011,9
15/05/2011,31
16/05/2011,15
17/05/2011,24
18/05/2011,26
19/05/2011,18
20/05/2011,49
21/05/2011,25
22/05/2011,10
23/05/2011,4
24/05/2011,8
25/05/2011,4
26/05/2011,3
27/05/2011,17
28/05/2011,9
29/05/2011,26
30/05/2011,12
31/05/2011,38
01/06/2011,20
02/06/2011,32
03/06/2011,84
04/06/2011,24
05/06/2011,56
06/06/2011,5
07/06/2011,0
08/06/2011,3
09/06/2011,1
10/06/2011,211
11/06/2011,3
12/06/2011,3
13/06/2011,1
14/06/2011,2
15/06/2011,4
16/06/2011,3
17/06/2011,16
18/06/2011,5
19/06/2011,1
20/06/2011,1
21/06/2011,10
22/06/2011,1
23/06/2011,2
24/06/2011,19
25/06/2011,3
26/06/2011,2
27/06/2011,2
28/06/2011,1
29/06/2011,9
30/06/2011,4
01/07/2011,29
02/07/2011,3
03/07/2011,6
04/07/2011,2
05/07/2011,29
06/07/2011,2
07/07/2011,4
08/07/2011,19
09/07/2011,2
10/07/2011,3
11/07/2011,1
12/07/2011,0
13/07/2011,7
14/07/2011,8
15/07/2011,37
16/07/2011,9
