date	dateNorm	deaths	cumDeaths	totalTweets	nonRTs	rTs	pos	neg	neu
1406062800.0	23/07/2014	10.333333333333334	632.0	0	0	0	0	0	0
1406149200.0	24/07/2014	7.0	639.0	0	0	0	0	0	0
1406235600.0	25/07/2014	7.0	646.0	0	0	0	0	0	0
1406322000.0	26/07/2014	7.0	653.0	0	0	0	0	0	0
1406408400.0	27/07/2014	7.0	660.0	0	0	0	0	0	0
1406494800.0	28/07/2014	4.0	664.0	0	0	0	0	0	0
1406581200.0	29/07/2014	4.0	668.0	0	0	0	0	0	0
1406667600.0	30/07/2014	4.0	672.0	0	0	0	0	0	0
1406754000.0	31/07/2014	18.666666666666668	690.67	0	0	0	0	0	0
1406840400.0	01/08/2014	18.666666666666668	709.33	0	0	0	0	0	0
1406926800.0	02/08/2014	18.666666666666668	728.0	0	0	0	0	0	0
1407013200.0	03/08/2014	97.0	825.0	0	0	0	0	0	0
1407099600.0	04/08/2014	15.25	840.25	0	0	0	0	0	0
1407186000.0	05/08/2014	15.25	855.5	0	0	0	0	0	0
1407272400.0	06/08/2014	15.25	870.75	0	0	0	0	0	0
1407358800.0	07/08/2014	15.25	886.0	0	0	0	0	0	0
1407445200.0	08/08/2014	18.25	904.25	0	0	0	0	0	0
1407531600.0	09/08/2014	18.25	922.5	0	0	0	0	0	0
1407618000.0	10/08/2014	18.25	940.75	0	0	0	0	0	0
1407704400.0	11/08/2014	18.25	959.0	0	0	0	0	0	0
1407790800.0	12/08/2014	52.0	1011.0	0	0	0	0	0	0
1407877200.0	13/08/2014	27.5	1038.5	0	0	0	0	0	0
1407963600.0	14/08/2014	27.5	1066.0	0	0	0	0	0	0
1408050000.0	15/08/2014	2.5	1068.5	0	0	0	0	0	0
1408136400.0	16/08/2014	2.5	1071.0	0	0	0	0	0	0
1408222800.0	17/08/2014	2.5	1073.5	0	0	0	0	0	0
1408309200.0	18/08/2014	2.5	1076.0	0	0	0	0	0	0
1408395600.0	19/08/2014	74.5	1150.5	0	0	0	0	0	0
1408482000.0	20/08/2014	74.5	1225.0	0	0	0	0	0	0
1408568400.0	21/08/2014	121.0	1346.0	0	0	0	0	0	0
1408654800.0	22/08/2014	12.666666666666666	1358.67	0	0	0	0	0	0
1408741200.0	23/08/2014	12.666666666666666	1371.33	0	0	0	0	0	0
1408827600.0	24/08/2014	12.666666666666666	1384.0	0	0	0	0	0	0
1408914000.0	25/08/2014	12.666666666666666	1396.67	0	0	0	0	0	0
1409000400.0	26/08/2014	12.666666666666666	1409.33	0	0	0	0	0	0
1409086800.0	27/08/2014	12.666666666666666	1422.0	0	0	0	0	0	0
1409173200.0	28/08/2014	13.777777777777779	1435.78	0	0	0	0	0	0
1409259600.0	29/08/2014	13.777777777777779	1449.56	0	0	0	0	0	0
1409346000.0	30/08/2014	13.777777777777779	1463.33	0	0	0	0	0	0
1409432400.0	31/08/2014	13.777777777777779	1477.11	0	0	0	0	0	0
1409518800.0	01/09/2014	13.777777777777779	1490.89	0	0	0	0	0	0
1409605200.0	02/09/2014	13.777777777777779	1504.67	0	0	0	0	0	0
1409691600.0	03/09/2014	13.777777777777779	1518.44	0	0	0	0	0	0
1409778000.0	04/09/2014	13.777777777777779	1532.22	0	0	0	0	0	0
1409864400.0	05/09/2014	13.777777777777779	1546.0	0	0	0	0	0	0
1409950800.0	06/09/2014	275.5	1821.5	0	0	0	0	0	0
1410037200.0	07/09/2014	275.5	2097.0	0	0	0	0	0	0
1410123600.0	08/09/2014	47.75	2144.75	0	0	0	0	0	0
1410210000.0	09/09/2014	47.75	2192.5	0	0	0	0	0	0
1410296400.0	10/09/2014	47.75	2240.25	0	0	0	0	0	0
1410382800.0	11/09/2014	47.75	2288.0	0	0	0	0	0	0
1410469200.0	12/09/2014	-17.5	2270.5	0	0	0	0	0	0
1410555600.0	13/09/2014	-17.5	2253.0	0	0	0	0	0	0
1410642000.0	14/09/2014	-17.5	2235.5	0	0	0	0	0	0
1410728400.0	15/09/2014	-17.5	2218.0	0	0	0	0	0	0
1410814800.0	16/09/2014	117.5	2335.5	0	0	0	0	0	0
1410901200.0	17/09/2014	117.5	2453.0	0	0	0	0	0	0
1410987600.0	18/09/2014	42.25	2495.25	0	0	0	0	0	0
1411074000.0	19/09/2014	42.25	2537.5	0	0	0	0	0	0
1411160400.0	20/09/2014	42.25	2579.75	0	0	0	0	0	0
1411246800.0	21/09/2014	42.25	2622.0	0	0	0	0	0	0
1411333200.0	22/09/2014	90.5	2712.5	0	0	0	0	0	0
1411419600.0	23/09/2014	90.5	2803.0	0	0	0	0	0	0
1411506000.0	24/09/2014	53.0	2856.0	0	0	0	0	0	0
1411592400.0	25/09/2014	53.0	2909.0	0	0	0	0	0	0
1411678800.0	26/09/2014	34.8	2943.8	0	0	0	0	0	0
1411765200.0	27/09/2014	34.8	2978.6	0	0	0	0	0	0
1411851600.0	28/09/2014	34.8	3013.4	0	0	0	0	0	0
1411938000.0	29/09/2014	34.8	3048.2	0	0	0	0	0	0
1412024400.0	30/09/2014	34.8	3083.0	0	0	0	0	0	0
1412110800.0	01/10/2014	123.5	3206.5	0	0	0	0	0	0
1412197200.0	02/10/2014	123.5	3330.0	0	0	0	0	0	0
1412283600.0	03/10/2014	20.2	3350.2	0	0	0	0	0	0
1412370000.0	04/10/2014	20.2	3370.4	0	0	0	0	0	0
1412456400.0	05/10/2014	20.2	3390.6	0	0	0	0	0	0
1412542800.0	06/10/2014	20.2	3410.8	0	0	0	0	0	0
1412629200.0	07/10/2014	20.2	3431.0	0	0	0	0	0	0
1412715600.0	08/10/2014	213.0	3644.0	0	0	0	0	0	0
1412802000.0	09/10/2014	213.0	3857.0	0	0	0	0	0	0
1412888400.0	10/10/2014	33.4	3890.4	0	0	0	0	0	0
1412974800.0	11/10/2014	33.4	3923.8	0	0	0	0	0	0
1413061200.0	12/10/2014	33.4	3957.2	0	0	0	0	0	0
1413147600.0	13/10/2014	33.4	3990.6	0	0	0	0	0	0
1413234000.0	14/10/2014	33.4	4024.0	0	0	0	0	0	0
1413320400.0	15/10/2014	230.0	4254.0	0	0	0	0	0	0
1413406800.0	16/10/2014	230.0	4484.0	0	0	0	0	0	0
1413493200.0	17/10/2014	12.4	4496.4	0	0	0	0	0	0
1413579600.0	18/10/2014	12.4	4508.8	0	0	0	0	0	0
1413666000.0	19/10/2014	12.4	4521.2	0	0	0	0	0	0
1413752400.0	20/10/2014	12.4	4533.6	0	0	0	0	0	0
1413838800.0	21/10/2014	12.4	4546.0	0	0	0	0	0	0
1413925200.0	22/10/2014	140.66666666666666	4686.67	0	0	0	0	0	0
1414011600.0	23/10/2014	140.66666666666666	4827.33	0	0	0	0	0	0
1414098000.0	24/10/2014	140.66666666666666	4968.0	0	0	0	0	0	0
1414184400.0	25/10/2014	-14.0	4954.0	0	0	0	0	0	0
1414270800.0	26/10/2014	-14.0	4940.0	0	0	0	0	0	0
1414360800.0	27/10/2014	-14.0	4926.0	0	0	0	0	0	0
1414447200.0	28/10/2014	-14.0	4912.0	0	0	0	0	0	0
1414533600.0	29/10/2014	-1.0	4911.0	0	0	0	0	0	0
1414620000.0	30/10/2014	-1.0	4910.0	0	0	0	0	0	0
1414706400.0	31/10/2014	6.2	4916.2	0	0	0	0	0	0
1414792800.0	01/11/2014	6.2	4922.4	0	0	0	0	0	0
1414879200.0	02/11/2014	6.2	4928.6	0	0	0	0	0	0
1414965600.0	03/11/2014	6.2	4934.8	0	0	0	0	0	0
1415052000.0	04/11/2014	6.2	4941.0	0	0	0	0	0	0
1415138400.0	05/11/2014	-66.5	4874.5	0	0	0	0	0	0
1415224800.0	06/11/2014	-66.5	4808.0	0	0	0	0	0	0
1415311200.0	07/11/2014	28.4	4836.4	0	0	0	0	0	0
1415397600.0	08/11/2014	28.4	4864.8	0	0	0	0	0	0
1415484000.0	09/11/2014	28.4	4893.2	0	0	0	0	0	0
1415570400.0	10/11/2014	28.4	4921.6	0	0	0	0	0	0
1415656800.0	11/11/2014	28.4	4950.0	0	0	0	0	0	0
1415743200.0	12/11/2014	98.5	5048.5	0	0	0	0	0	0
1415829600.0	13/11/2014	98.5	5147.0	0	0	0	0	0	0
1415916000.0	14/11/2014	3.6	5150.6	0	0	0	0	0	0
1416002400.0	15/11/2014	3.6	5154.2	0	0	0	0	0	0
1416088800.0	16/11/2014	3.6	5157.8	0	0	0	0	0	0
1416175200.0	17/11/2014	3.6	5161.4	0	0	0	0	0	0
1416261600.0	18/11/2014	3.6	5165.0	0	0	0	0	0	0
1416348000.0	19/11/2014	120.5	5285.5	0	0	0	0	0	0
1416434400.0	20/11/2014	120.5	5406.0	0	0	0	0	0	0
1416520800.0	21/11/2014	7.6	5413.6	0	0	0	0	0	0
1416607200.0	22/11/2014	7.6	5421.2	0	0	0	0	0	0
1416693600.0	23/11/2014	7.6	5428.8	0	0	0	0	0	0
1416780000.0	24/11/2014	7.6	5436.4	0	0	0	0	0	0
1416866400.0	25/11/2014	7.6	5444.0	0	0	0	0	0	0
1416952800.0	26/11/2014	115.0	5559.0	0	0	0	0	0	0
1417039200.0	27/11/2014	115.0	5674.0	0	0	0	0	0	0
1417125600.0	28/11/2014	62.6	5736.6	0	0	0	0	0	0
1417212000.0	29/11/2014	62.6	5799.2	0	0	0	0	0	0
1417298400.0	30/11/2014	62.6	5861.8	0	0	0	0	0	0
1417384800.0	01/12/2014	62.6	5924.4	0	0	0	0	0	0
1417471200.0	02/12/2014	62.6	5987.0	0	0	0	0	0	0
1417557600.0	03/12/2014	9.714285714285714	5996.71	0	0	0	0	0	0
1417644000.0	04/12/2014	9.714285714285714	6006.43	0	0	0	0	0	0
1417730400.0	05/12/2014	9.714285714285714	6016.14	0	0	0	0	0	0
1417816800.0	06/12/2014	9.714285714285714	6025.86	0	0	0	0	0	0
1417903200.0	07/12/2014	9.714285714285714	6035.57	0	0	0	0	0	0
1417989600.0	08/12/2014	9.714285714285714	6045.29	0	0	0	0	0	0
1418076000.0	09/12/2014	9.714285714285714	6055.0	0	0	0	0	0	0
1418162400.0	10/12/2014	45.42857142857143	6100.43	0	0	0	0	0	0
1418248800.0	11/12/2014	45.42857142857143	6145.86	0	0	0	0	0	0
1418335200.0	12/12/2014	45.42857142857143	6191.29	0	0	0	0	0	0
1418421600.0	13/12/2014	45.42857142857143	6236.71	0	0	0	0	0	0
1418508000.0	14/12/2014	45.42857142857143	6282.14	0	0	0	0	0	0
1418594400.0	15/12/2014	45.42857142857143	6327.57	0	0	0	0	0	0
1418680800.0	16/12/2014	45.42857142857143	6373.0	0	0	0	0	0	0
1418767200.0	17/12/2014	75.28571428571429	6448.29	0	0	0	0	0	0
1418853600.0	18/12/2014	75.28571428571429	6523.57	0	0	0	0	0	0
1418940000.0	19/12/2014	75.28571428571429	6598.86	0	0	0	0	0	0
1419026400.0	20/12/2014	75.28571428571429	6674.14	0	0	0	0	0	0
1419112800.0	21/12/2014	75.28571428571429	6749.43	0	0	0	0	0	0
1419199200.0	22/12/2014	75.28571428571429	6824.71	0	0	0	0	0	0
